Region,Measure Names,Country Name,Latitude (generated),Longitude (generated),Measure Values,CO2 (kt),CO2 Per Capita (metric tons)
Europe & Central Asia,Count of CO2 Data Cleaned,Estonia,58.777,25.977,52,346916.535,249.623773318
Europe & Central Asia,Count of CO2 Data Cleaned,Denmark,56.113,9.096,52,2763894.907,539.03191052
Europe & Central Asia,Count of CO2 Data Cleaned,Czech Republic,49.848,15.2812,52,2424242.699,235.293808875
Europe & Central Asia,Count of CO2 Data Cleaned,Cyprus,34.894,32.928,52,216954.388,258.902276438
Europe & Central Asia,Count of CO2 Data Cleaned,Croatia,45.754,16.385,52,412284.477,92.184661854
Europe & Central Asia,Count of CO2 Data Cleaned,Channel Islands,49.4632,-2.5827,52,,
Europe & Central Asia,Count of CO2 Data Cleaned,Bulgaria,42.625,24.521,52,3154023.37,373.458493042
Europe & Central Asia,Count of CO2 Data Cleaned,Bosnia and Herzegovina,44.342,17.804,52,255875.926,66.733233433
Europe & Central Asia,Count of CO2 Data Cleaned,Belgium,50.6745,4.4588,52,5883690.499,591.377588387
Europe & Central Asia,Count of CO2 Data Cleaned,Belarus,53.3292,27.9492,52,1223087.513,123.89125608
Europe & Central Asia,Count of CO2 Data Cleaned,Azerbaijan,40.46,47.883,52,690925.139,85.153063851
Europe & Central Asia,Count of CO2 Data Cleaned,Austria,47.65,14.705,52,2907190.266,374.446491255
Europe & Central Asia,Count of CO2 Data Cleaned,Armenia,40.56,44.449,52,75778.555,24.616487234
Europe & Central Asia,Count of CO2 Data Cleaned,Andorra,42.5425,1.5893,52,8694.457,117.753552713
Europe & Central Asia,Count of CO2 Data Cleaned,Albania,40.654,20.076,52,230071.247,86.186516051
Latin America & Caribbean,CO2 (kt),Virgin Islands (U.S.),17.7289,-64.7592,,,
Latin America & Caribbean,CO2 (kt),"Venezuela, RB",6.983,-64.588,5720993.043,5720993.043,309.883626649
Latin America & Caribbean,CO2 (kt),Uruguay,-32.948,-56.249,273811.223,273811.223,90.595762239
Latin America & Caribbean,CO2 (kt),Turks and Caicos Islands,21.7779,-71.7592,1565.809,1565.809,58.005595038
Latin America & Caribbean,CO2 (kt),Trinidad and Tobago,10.4435,-61.2604,988436.183,988436.183,821.707684794
Latin America & Caribbean,CO2 (kt),Suriname,4.248,-55.848,94989.968,94989.968,230.542645806
Latin America & Caribbean,CO2 (kt),St. Vincent and the Grenadines,13.2528,-61.1949,4800.103,4800.103,45.279781395
Latin America & Caribbean,CO2 (kt),St. Martin (French part),18.0848,-63.0507,,,
Latin America & Caribbean,CO2 (kt),St. Lucia,13.909,-60.9776,9464.527,9464.527,64.905659406
Latin America & Caribbean,CO2 (kt),St. Kitts and Nevis,17.147,-62.58,4686.426,4686.426,100.226622898
Latin America & Caribbean,CO2 (kt),Sint Maarten (Dutch part),18.034,-63.0544,,,
Latin America & Caribbean,CO2 (kt),Puerto Rico,18.242,-66.643,,,
Latin America & Caribbean,CO2 (kt),Peru,-12.664,-72.98,1256761.574,1256761.574,62.375089719
Latin America & Caribbean,CO2 (kt),Paraguay,-23.266,-58.409,116980.967,116980.967,26.304902326
Latin America & Caribbean,CO2 (kt),Panama,8.348,-81.005,205451.009,205451.009,84.292428263
Latin America & Caribbean,CO2 (kt),Nicaragua,12.692,-85.03,129214.079,129214.079,32.708668196
Latin America & Caribbean,CO2 (kt),Mexico,22.925,-101.68,14023235.057,14023235.057,167.129767075
Latin America & Caribbean,CO2 (kt),Jamaica,18.163,-77.477,379798.524,379798.524,164.544003906
Latin America & Caribbean,CO2 (kt),Honduras,14.881,-87.123,169140.375,169140.375,32.915320901
Latin America & Caribbean,CO2 (kt),Haiti,19.3175,-72.4205,51066.642,51066.642,6.96337563
Latin America & Caribbean,CO2 (kt),Guyana,5.17,-58.939,73295.996,73295.996,100.523593
Latin America & Caribbean,CO2 (kt),Guatemala,15.124,-90.711,294441.765,294441.765,30.727846521
Latin America & Caribbean,CO2 (kt),Grenada,12.111,-61.6867,5636.179,5636.179,56.408469305
Latin America & Caribbean,CO2 (kt),El Salvador,13.848,-89.229,172807.375,172807.375,33.261910053
Latin America & Caribbean,CO2 (kt),Ecuador,-1.151,-78.308,821198.981,821198.981,77.02448831
Latin America & Caribbean,CO2 (kt),Dominican Republic,19.01,-70.1685,538337.602,538337.602,71.568936764
Latin America & Caribbean,CO2 (kt),Dominica,15.4238,-61.3411,3017.941,3017.941,42.547997999
Latin America & Caribbean,CO2 (kt),Curacao,12.2129,-69.0407,,,
Latin America & Caribbean,CO2 (kt),Cuba,20.571,-76.456,1356628.652,1356628.652,134.93530398
Latin America & Caribbean,CO2 (kt),Costa Rica,10.126,-84.075,182418.582,182418.582,56.367419893
Latin America & Caribbean,CO2 (kt),Colombia,3.794,-73.606,2437352.224,2437352.224,76.061731245
Latin America & Caribbean,CO2 (kt),Chile,-23.176,-69.201,1877570.006,1877570.006,143.457083463
Latin America & Caribbean,CO2 (kt),Cayman Islands,19.3299,-81.1715,12478.801,12478.801,409.402972439
Latin America & Caribbean,CO2 (kt),Brazil,-11.694,-48.978,10836832.077,10836832.077,73.162094046
Latin America & Caribbean,CO2 (kt),Bolivia,-16.71,-65.183,341562.715,341562.715,47.120041845
Latin America & Caribbean,CO2 (kt),Belize,17.108,-88.744,14286.632,14286.632,71.998357868
Latin America & Caribbean,CO2 (kt),Barbados,13.1898,-59.559,42867.23,42867.23,163.45923482
Latin America & Caribbean,CO2 (kt),"Bahamas, The",24.7032,-78.0455,141531.532,141531.532,675.453811046
Latin America & Caribbean,CO2 (kt),Aruba,12.5176,-69.9818,49200.139,49200.139,565.922855111
Latin America & Caribbean,CO2 (kt),Argentina,-33.166,-64.31,5843151.814,5843151.814,185.288499104
Latin America & Caribbean,CO2 (kt),Antigua and Barbuda,17.625,-61.786,18632.027,18632.027,265.555118173
Latin America & Caribbean,CO2 Per Capita (metric tons),Virgin Islands (U.S.),17.7289,-64.7592,,,
Latin America & Caribbean,CO2 Per Capita (metric tons),"Venezuela, RB",6.983,-64.588,309.883626649,5720993.043,309.883626649
Latin America & Caribbean,CO2 Per Capita (metric tons),Uruguay,-32.948,-56.249,90.595762239,273811.223,90.595762239
Latin America & Caribbean,CO2 Per Capita (metric tons),Turks and Caicos Islands,21.7779,-71.7592,58.005595038,1565.809,58.005595038
Latin America & Caribbean,CO2 Per Capita (metric tons),Trinidad and Tobago,10.4435,-61.2604,821.707684794,988436.183,821.707684794
Latin America & Caribbean,CO2 Per Capita (metric tons),Suriname,4.248,-55.848,230.542645806,94989.968,230.542645806
Latin America & Caribbean,CO2 Per Capita (metric tons),St. Vincent and the Grenadines,13.2528,-61.1949,45.279781395,4800.103,45.279781395
Latin America & Caribbean,CO2 Per Capita (metric tons),St. Martin (French part),18.0848,-63.0507,,,
Latin America & Caribbean,CO2 Per Capita (metric tons),St. Lucia,13.909,-60.9776,64.905659406,9464.527,64.905659406
Latin America & Caribbean,CO2 Per Capita (metric tons),St. Kitts and Nevis,17.147,-62.58,100.226622898,4686.426,100.226622898
Latin America & Caribbean,CO2 Per Capita (metric tons),Sint Maarten (Dutch part),18.034,-63.0544,,,
Latin America & Caribbean,CO2 Per Capita (metric tons),Puerto Rico,18.242,-66.643,,,
Latin America & Caribbean,CO2 Per Capita (metric tons),Peru,-12.664,-72.98,62.375089719,1256761.574,62.375089719
Latin America & Caribbean,CO2 Per Capita (metric tons),Paraguay,-23.266,-58.409,26.304902326,116980.967,26.304902326
Latin America & Caribbean,CO2 Per Capita (metric tons),Panama,8.348,-81.005,84.292428263,205451.009,84.292428263
Latin America & Caribbean,CO2 Per Capita (metric tons),Nicaragua,12.692,-85.03,32.708668196,129214.079,32.708668196
Latin America & Caribbean,CO2 Per Capita (metric tons),Mexico,22.925,-101.68,167.129767075,14023235.057,167.129767075
Latin America & Caribbean,CO2 Per Capita (metric tons),Jamaica,18.163,-77.477,164.544003906,379798.524,164.544003906
Latin America & Caribbean,CO2 Per Capita (metric tons),Honduras,14.881,-87.123,32.915320901,169140.375,32.915320901
Latin America & Caribbean,CO2 Per Capita (metric tons),Haiti,19.3175,-72.4205,6.96337563,51066.642,6.96337563
Latin America & Caribbean,CO2 Per Capita (metric tons),Guyana,5.17,-58.939,100.523593,73295.996,100.523593
Latin America & Caribbean,CO2 Per Capita (metric tons),Guatemala,15.124,-90.711,30.727846521,294441.765,30.727846521
Latin America & Caribbean,CO2 Per Capita (metric tons),Grenada,12.111,-61.6867,56.408469305,5636.179,56.408469305
Latin America & Caribbean,CO2 Per Capita (metric tons),El Salvador,13.848,-89.229,33.261910053,172807.375,33.261910053
Latin America & Caribbean,CO2 Per Capita (metric tons),Ecuador,-1.151,-78.308,77.02448831,821198.981,77.02448831
Latin America & Caribbean,CO2 Per Capita (metric tons),Dominican Republic,19.01,-70.1685,71.568936764,538337.602,71.568936764
Latin America & Caribbean,CO2 Per Capita (metric tons),Dominica,15.4238,-61.3411,42.547997999,3017.941,42.547997999
Latin America & Caribbean,CO2 Per Capita (metric tons),Curacao,12.2129,-69.0407,,,
Latin America & Caribbean,CO2 Per Capita (metric tons),Cuba,20.571,-76.456,134.93530398,1356628.652,134.93530398
Latin America & Caribbean,CO2 Per Capita (metric tons),Costa Rica,10.126,-84.075,56.367419893,182418.582,56.367419893
Latin America & Caribbean,CO2 Per Capita (metric tons),Colombia,3.794,-73.606,76.061731245,2437352.224,76.061731245
Latin America & Caribbean,CO2 Per Capita (metric tons),Chile,-23.176,-69.201,143.457083463,1877570.006,143.457083463
Latin America & Caribbean,CO2 Per Capita (metric tons),Cayman Islands,19.3299,-81.1715,409.402972439,12478.801,409.402972439
Latin America & Caribbean,CO2 Per Capita (metric tons),Brazil,-11.694,-48.978,73.162094046,10836832.077,73.162094046
Latin America & Caribbean,CO2 Per Capita (metric tons),Bolivia,-16.71,-65.183,47.120041845,341562.715,47.120041845
Latin America & Caribbean,CO2 Per Capita (metric tons),Belize,17.108,-88.744,71.998357868,14286.632,71.998357868
Latin America & Caribbean,CO2 Per Capita (metric tons),Barbados,13.1898,-59.559,163.45923482,42867.23,163.45923482
Latin America & Caribbean,CO2 Per Capita (metric tons),"Bahamas, The",24.7032,-78.0455,675.453811046,141531.532,675.453811046
Latin America & Caribbean,CO2 Per Capita (metric tons),Aruba,12.5176,-69.9818,565.922855111,49200.139,565.922855111
Latin America & Caribbean,CO2 Per Capita (metric tons),Argentina,-33.166,-64.31,185.288499104,5843151.814,185.288499104
Latin America & Caribbean,CO2 Per Capita (metric tons),Antigua and Barbuda,17.625,-61.786,265.555118173,18632.027,265.555118173
Latin America & Caribbean,Count of CO2 Data Cleaned,Virgin Islands (U.S.),17.7289,-64.7592,52,,
Latin America & Caribbean,Count of CO2 Data Cleaned,"Venezuela, RB",6.983,-64.588,52,5720993.043,309.883626649
Latin America & Caribbean,Count of CO2 Data Cleaned,Uruguay,-32.948,-56.249,52,273811.223,90.595762239
Latin America & Caribbean,Count of CO2 Data Cleaned,Turks and Caicos Islands,21.7779,-71.7592,52,1565.809,58.005595038
Latin America & Caribbean,Count of CO2 Data Cleaned,Trinidad and Tobago,10.4435,-61.2604,52,988436.183,821.707684794
Latin America & Caribbean,Count of CO2 Data Cleaned,Suriname,4.248,-55.848,52,94989.968,230.542645806
Latin America & Caribbean,Count of CO2 Data Cleaned,St. Vincent and the Grenadines,13.2528,-61.1949,52,4800.103,45.279781395
Latin America & Caribbean,Count of CO2 Data Cleaned,St. Martin (French part),18.0848,-63.0507,52,,
Latin America & Caribbean,Count of CO2 Data Cleaned,St. Lucia,13.909,-60.9776,52,9464.527,64.905659406
Latin America & Caribbean,Count of CO2 Data Cleaned,St. Kitts and Nevis,17.147,-62.58,52,4686.426,100.226622898
Latin America & Caribbean,Count of CO2 Data Cleaned,Sint Maarten (Dutch part),18.034,-63.0544,52,,
Latin America & Caribbean,Count of CO2 Data Cleaned,Puerto Rico,18.242,-66.643,52,,
Latin America & Caribbean,Count of CO2 Data Cleaned,Peru,-12.664,-72.98,52,1256761.574,62.375089719
Latin America & Caribbean,Count of CO2 Data Cleaned,Paraguay,-23.266,-58.409,52,116980.967,26.304902326
Latin America & Caribbean,Count of CO2 Data Cleaned,Panama,8.348,-81.005,52,205451.009,84.292428263
Latin America & Caribbean,Count of CO2 Data Cleaned,Nicaragua,12.692,-85.03,52,129214.079,32.708668196
Latin America & Caribbean,Count of CO2 Data Cleaned,Mexico,22.925,-101.68,52,14023235.057,167.129767075
Latin America & Caribbean,Count of CO2 Data Cleaned,Jamaica,18.163,-77.477,52,379798.524,164.544003906
Latin America & Caribbean,Count of CO2 Data Cleaned,Honduras,14.881,-87.123,52,169140.375,32.915320901
Latin America & Caribbean,Count of CO2 Data Cleaned,Haiti,19.3175,-72.4205,52,51066.642,6.96337563
Latin America & Caribbean,Count of CO2 Data Cleaned,Guyana,5.17,-58.939,52,73295.996,100.523593
Latin America & Caribbean,Count of CO2 Data Cleaned,Guatemala,15.124,-90.711,52,294441.765,30.727846521
Latin America & Caribbean,Count of CO2 Data Cleaned,Grenada,12.111,-61.6867,52,5636.179,56.408469305
Latin America & Caribbean,Count of CO2 Data Cleaned,El Salvador,13.848,-89.229,52,172807.375,33.261910053
Latin America & Caribbean,Count of CO2 Data Cleaned,Ecuador,-1.151,-78.308,52,821198.981,77.02448831
Latin America & Caribbean,Count of CO2 Data Cleaned,Dominican Republic,19.01,-70.1685,52,538337.602,71.568936764
Latin America & Caribbean,Count of CO2 Data Cleaned,Dominica,15.4238,-61.3411,52,3017.941,42.547997999
Latin America & Caribbean,Count of CO2 Data Cleaned,Curacao,12.2129,-69.0407,52,,
Latin America & Caribbean,Count of CO2 Data Cleaned,Cuba,20.571,-76.456,52,1356628.652,134.93530398
Latin America & Caribbean,Count of CO2 Data Cleaned,Costa Rica,10.126,-84.075,52,182418.582,56.367419893
Latin America & Caribbean,Count of CO2 Data Cleaned,Colombia,3.794,-73.606,52,2437352.224,76.061731245
Latin America & Caribbean,Count of CO2 Data Cleaned,Chile,-23.176,-69.201,52,1877570.006,143.457083463
Latin America & Caribbean,Count of CO2 Data Cleaned,Cayman Islands,19.3299,-81.1715,52,12478.801,409.402972439
Latin America & Caribbean,Count of CO2 Data Cleaned,Brazil,-11.694,-48.978,52,10836832.077,73.162094046
Latin America & Caribbean,Count of CO2 Data Cleaned,Bolivia,-16.71,-65.183,52,341562.715,47.120041845
Latin America & Caribbean,Count of CO2 Data Cleaned,Belize,17.108,-88.744,52,14286.632,71.998357868
Latin America & Caribbean,Count of CO2 Data Cleaned,Barbados,13.1898,-59.559,52,42867.23,163.45923482
Latin America & Caribbean,Count of CO2 Data Cleaned,"Bahamas, The",24.7032,-78.0455,52,141531.532,675.453811046
Latin America & Caribbean,Count of CO2 Data Cleaned,Aruba,12.5176,-69.9818,52,49200.139,565.922855111
Latin America & Caribbean,Count of CO2 Data Cleaned,Argentina,-33.166,-64.31,52,5843151.814,185.288499104
Latin America & Caribbean,Count of CO2 Data Cleaned,Antigua and Barbuda,17.625,-61.786,52,18632.027,265.555118173
Middle East & North Africa,CO2 (kt),"Yemen, Rep.",15.569,47.793,502023.301,502023.301,38.344600339
Middle East & North Africa,CO2 (kt),West Bank and Gaza,32.097,35.26,23850.168,23850.168,7.068532377
Middle East & North Africa,CO2 (kt),United Arab Emirates,23.9299,53.9031,2960959.487,2960959.487,1655.933591982
Middle East & North Africa,CO2 (kt),Tunisia,35.594,9.421,635293.082,635293.082,77.085180349
Middle East & North Africa,CO2 (kt),Syrian Arab Republic,35.303,38.322,1580194.641,1580194.641,119.625626376
Middle East & North Africa,CO2 (kt),Saudi Arabia,24.191,44.32,10210574.483,10210574.483,616.840603229
Middle East & North Africa,CO2 (kt),Qatar,25.3174,51.1522,1204374.812,1204374.812,2830.013718401
Middle East & North Africa,CO2 (kt),Oman,19.85,56.25,719010.692,719010.692,345.492304935
Middle East & North Africa,CO2 (kt),Morocco,31.129,-7.355,1182757.847,1182757.847,46.313436733
Middle East & North Africa,CO2 (kt),Malta,35.9024,14.4137,79804.921,79804.921,219.729142011
Middle East & North Africa,CO2 (kt),Libya,27.24,17.571,1651202.429,1651202.429,402.931784785
Middle East & North Africa,CO2 (kt),Lebanon,34.161,36.021,501128.553,501128.553,163.576456072
Middle East & North Africa,CO2 (kt),Kuwait,29.3169,47.4272,2001202.911,2001202.911,1391.570305954
Middle East & North Africa,CO2 (kt),Jordan,30.681,36.279,482654.207,482654.207,130.213768081
Middle East & North Africa,CO2 (kt),Israel,30.992,34.834,1796969.346,1796969.346,355.446758405
Middle East & North Africa,CO2 (kt),Iraq,33.545,43.278,2821987.521,2821987.521,155.071604929
Middle East & North Africa,CO2 (kt),"Iran, Islamic Rep.",33.408,54.0418,11909513.918,11909513.918,222.093322884
Middle East & North Africa,CO2 (kt),"Egypt, Arab Rep.",26.16,28.742,4175213.197,4175213.197,70.291051091
Middle East & North Africa,CO2 (kt),Djibouti,11.41,42.165,15573.749,15573.749,37.080599545
Middle East & North Africa,CO2 (kt),Bahrain,26.025,50.5534,556379.242,556379.242,1033.129460052
Middle East & North Africa,CO2 (kt),Algeria,28.6045,2.64,3226648.305,3226648.305,124.476918035
Middle East & North Africa,CO2 Per Capita (metric tons),"Yemen, Rep.",15.569,47.793,38.344600339,502023.301,38.344600339
Middle East & North Africa,CO2 Per Capita (metric tons),West Bank and Gaza,32.097,35.26,7.068532377,23850.168,7.068532377
Middle East & North Africa,CO2 Per Capita (metric tons),United Arab Emirates,23.9299,53.9031,1655.933591982,2960959.487,1655.933591982
Middle East & North Africa,CO2 Per Capita (metric tons),Tunisia,35.594,9.421,77.085180349,635293.082,77.085180349
Middle East & North Africa,CO2 Per Capita (metric tons),Syrian Arab Republic,35.303,38.322,119.625626376,1580194.641,119.625626376
Middle East & North Africa,CO2 Per Capita (metric tons),Saudi Arabia,24.191,44.32,616.840603229,10210574.483,616.840603229
Middle East & North Africa,CO2 Per Capita (metric tons),Qatar,25.3174,51.1522,2830.013718401,1204374.812,2830.013718401
Middle East & North Africa,CO2 Per Capita (metric tons),Oman,19.85,56.25,345.492304935,719010.692,345.492304935
Middle East & North Africa,CO2 Per Capita (metric tons),Morocco,31.129,-7.355,46.313436733,1182757.847,46.313436733
Middle East & North Africa,CO2 Per Capita (metric tons),Malta,35.9024,14.4137,219.729142011,79804.921,219.729142011
Middle East & North Africa,CO2 Per Capita (metric tons),Libya,27.24,17.571,402.931784785,1651202.429,402.931784785
Middle East & North Africa,CO2 Per Capita (metric tons),Lebanon,34.161,36.021,163.576456072,501128.553,163.576456072
Middle East & North Africa,CO2 Per Capita (metric tons),Kuwait,29.3169,47.4272,1391.570305954,2001202.911,1391.570305954
Middle East & North Africa,CO2 Per Capita (metric tons),Jordan,30.681,36.279,130.213768081,482654.207,130.213768081
Middle East & North Africa,CO2 Per Capita (metric tons),Israel,30.992,34.834,355.446758405,1796969.346,355.446758405
Middle East & North Africa,CO2 Per Capita (metric tons),Iraq,33.545,43.278,155.071604929,2821987.521,155.071604929
Middle East & North Africa,CO2 Per Capita (metric tons),"Iran, Islamic Rep.",33.408,54.0418,222.093322884,11909513.918,222.093322884
Middle East & North Africa,CO2 Per Capita (metric tons),"Egypt, Arab Rep.",26.16,28.742,70.291051091,4175213.197,70.291051091
Middle East & North Africa,CO2 Per Capita (metric tons),Djibouti,11.41,42.165,37.080599545,15573.749,37.080599545
Middle East & North Africa,CO2 Per Capita (metric tons),Bahrain,26.025,50.5534,1033.129460052,556379.242,1033.129460052
Middle East & North Africa,CO2 Per Capita (metric tons),Algeria,28.6045,2.64,124.476918035,3226648.305,124.476918035
Middle East & North Africa,Count of CO2 Data Cleaned,"Yemen, Rep.",15.569,47.793,52,502023.301,38.344600339
Middle East & North Africa,Count of CO2 Data Cleaned,West Bank and Gaza,32.097,35.26,52,23850.168,7.068532377
Middle East & North Africa,Count of CO2 Data Cleaned,United Arab Emirates,23.9299,53.9031,52,2960959.487,1655.933591982
Middle East & North Africa,Count of CO2 Data Cleaned,Tunisia,35.594,9.421,52,635293.082,77.085180349
Middle East & North Africa,Count of CO2 Data Cleaned,Syrian Arab Republic,35.303,38.322,52,1580194.641,119.625626376
Middle East & North Africa,Count of CO2 Data Cleaned,Saudi Arabia,24.191,44.32,52,10210574.483,616.840603229
Middle East & North Africa,Count of CO2 Data Cleaned,Qatar,25.3174,51.1522,52,1204374.812,2830.013718401
Middle East & North Africa,Count of CO2 Data Cleaned,Oman,19.85,56.25,52,719010.692,345.492304935
Middle East & North Africa,Count of CO2 Data Cleaned,Morocco,31.129,-7.355,52,1182757.847,46.313436733
Middle East & North Africa,Count of CO2 Data Cleaned,Malta,35.9024,14.4137,52,79804.921,219.729142011
Middle East & North Africa,Count of CO2 Data Cleaned,Libya,27.24,17.571,52,1651202.429,402.931784785
Middle East & North Africa,Count of CO2 Data Cleaned,Lebanon,34.161,36.021,52,501128.553,163.576456072
Middle East & North Africa,Count of CO2 Data Cleaned,Kuwait,29.3169,47.4272,52,2001202.911,1391.570305954
Middle East & North Africa,Count of CO2 Data Cleaned,Jordan,30.681,36.279,52,482654.207,130.213768081
Middle East & North Africa,Count of CO2 Data Cleaned,Israel,30.992,34.834,52,1796969.346,355.446758405
Middle East & North Africa,Count of CO2 Data Cleaned,Iraq,33.545,43.278,52,2821987.521,155.071604929
Middle East & North Africa,Count of CO2 Data Cleaned,"Iran, Islamic Rep.",33.408,54.0418,52,11909513.918,222.093322884
Middle East & North Africa,Count of CO2 Data Cleaned,"Egypt, Arab Rep.",26.16,28.742,52,4175213.197,70.291051091
Middle East & North Africa,Count of CO2 Data Cleaned,Djibouti,11.41,42.165,52,15573.749,37.080599545
Middle East & North Africa,Count of CO2 Data Cleaned,Bahrain,26.025,50.5534,52,556379.242,1033.129460052
Middle East & North Africa,Count of CO2 Data Cleaned,Algeria,28.6045,2.64,52,3226648.305,124.476918035
North America,CO2 (kt),United States,40.0792,-98.8164,244402143.357,244402143.357,1003.780568318
North America,CO2 (kt),Canada,59.2067,-111.1937,21720213.052,21720213.052,818.395857788
North America,CO2 (kt),Bermuda,32.3019,-64.7737,21455.617,21455.617,370.514822715
North America,CO2 Per Capita (metric tons),United States,40.0792,-98.8164,1003.780568318,244402143.357,1003.780568318
North America,CO2 Per Capita (metric tons),Canada,59.2067,-111.1937,818.395857788,21720213.052,818.395857788
North America,CO2 Per Capita (metric tons),Bermuda,32.3019,-64.7737,370.514822715,21455.617,370.514822715
North America,Count of CO2 Data Cleaned,United States,40.0792,-98.8164,52,244402143.357,1003.780568318
North America,Count of CO2 Data Cleaned,Canada,59.2067,-111.1937,52,21720213.052,818.395857788
North America,Count of CO2 Data Cleaned,Bermuda,32.3019,-64.7737,52,21455.617,370.514822715
South Asia,CO2 (kt),Sri Lanka,7.3,80.727,306451.19,306451.19,18.159890708
South Asia,CO2 (kt),Pakistan,28.1854,66.6429,3392708.4,3392708.4,29.880513369
South Asia,CO2 (kt),Nepal,28.2114,83.5608,69819.68,69819.68,3.21387781
South Asia,CO2 (kt),Maldives,4.221,73.463,13468.891,13468.891,44.830176856
South Asia,CO2 (kt),India,22.741,78.236,36624870.231,36624870.231,38.990208438
South Asia,CO2 (kt),Bhutan,27.5342,90.3002,8203.079,8203.079,13.922397384
South Asia,CO2 (kt),Bangladesh,24.598,90.1963,866361.753,866361.753,6.992151196
South Asia,CO2 (kt),Afghanistan,34.023,65.5267,110948.752,110948.752,7.233851313
South Asia,CO2 Per Capita (metric tons),Sri Lanka,7.3,80.727,18.159890708,306451.19,18.159890708
South Asia,CO2 Per Capita (metric tons),Pakistan,28.1854,66.6429,29.880513369,3392708.4,29.880513369
South Asia,CO2 Per Capita (metric tons),Nepal,28.2114,83.5608,3.21387781,69819.68,3.21387781
South Asia,CO2 Per Capita (metric tons),Maldives,4.221,73.463,44.830176856,13468.891,44.830176856
South Asia,CO2 Per Capita (metric tons),India,22.741,78.236,38.990208438,36624870.231,38.990208438
South Asia,CO2 Per Capita (metric tons),Bhutan,27.5342,90.3002,13.922397384,8203.079,13.922397384
South Asia,CO2 Per Capita (metric tons),Bangladesh,24.598,90.1963,6.992151196,866361.753,6.992151196
South Asia,CO2 Per Capita (metric tons),Afghanistan,34.023,65.5267,7.233851313,110948.752,7.233851313
South Asia,Count of CO2 Data Cleaned,Sri Lanka,7.3,80.727,52,306451.19,18.159890708
South Asia,Count of CO2 Data Cleaned,Pakistan,28.1854,66.6429,52,3392708.4,29.880513369
South Asia,Count of CO2 Data Cleaned,Nepal,28.2114,83.5608,52,69819.68,3.21387781
South Asia,Count of CO2 Data Cleaned,Maldives,4.221,73.463,52,13468.891,44.830176856
South Asia,Count of CO2 Data Cleaned,India,22.741,78.236,52,36624870.231,38.990208438
South Asia,Count of CO2 Data Cleaned,Bhutan,27.5342,90.3002,52,8203.079,13.922397384
South Asia,Count of CO2 Data Cleaned,Bangladesh,24.598,90.1963,52,866361.753,6.992151196
South Asia,Count of CO2 Data Cleaned,Afghanistan,34.023,65.5267,52,110948.752,7.233851313
Sub-Saharan Africa,CO2 (kt),Zimbabwe,-19.098,30.047,525143.736,525143.736,58.974078923
Sub-Saharan Africa,CO2 (kt),Zambia,-15.13,25.268,143797.738,143797.738,23.768248202
Sub-Saharan Africa,CO2 (kt),Uganda,1.9392,32.7415,64583.204,64583.204,3.834090696
Sub-Saharan Africa,CO2 (kt),Togo,7.7,1.106,40590.023,40590.023,10.279241044
Sub-Saharan Africa,CO2 (kt),Tanzania,-5.651,34.146,146419.643,146419.643,5.974608288
Sub-Saharan Africa,CO2 (kt),Swaziland,-26.5203,31.4607,27960.875,27960.875,33.667678519
Sub-Saharan Africa,CO2 (kt),Sudan,15.739,29.533,292025.212,292025.212,11.453528604
Sub-Saharan Africa,CO2 (kt),South Sudan,7.1,30.48,,,
Sub-Saharan Africa,CO2 (kt),South Africa,-31.7,23.441,14554444.011,14554444.011,427.96973343
Sub-Saharan Africa,CO2 (kt),Somalia,2.875,43.446,20634.209,20634.209,3.536933288
Sub-Saharan Africa,CO2 (kt),Sierra Leone,8.677,-11.779,27854.532,27854.532,8.347030289
Sub-Saharan Africa,CO2 (kt),Seychelles,-4.6841,55.4924,12409.128,12409.128,157.670944544
Sub-Saharan Africa,CO2 (kt),Senegal,15.044,-15.081,160101.22,160101.22,21.092819343
Sub-Saharan Africa,CO2 (kt),Sao Tome and Principe,0.216,6.595,2214.868,2214.868,18.719311004
Sub-Saharan Africa,CO2 (kt),Rwanda,-1.887,29.904,20128.163,20128.163,3.074976868
Sub-Saharan Africa,CO2 (kt),Nigeria,9.3417,7.678,2754445.048,2754445.048,28.991687092
Sub-Saharan Africa,CO2 (kt),Niger,16.996,9.915,33982.089,33982.089,4.02122954
Sub-Saharan Africa,CO2 (kt),Namibia,-21.276,17.219,42405.188,42405.188,22.020429098
Sub-Saharan Africa,CO2 (kt),Mozambique,-13.852,38.042,105943.297,105943.297,8.874378347
Sub-Saharan Africa,CO2 (kt),Mauritius,-20.2529,57.5902,75708.882,75708.882,67.91785766
Sub-Saharan Africa,CO2 (kt),Mauritania,19.413,-10.6528,66614.722,66614.722,30.648070236
Sub-Saharan Africa,CO2 (kt),Mali,18.211,-2.209,25859.684,25859.684,2.74069554
Sub-Saharan Africa,CO2 (kt),Malawi,-13.2731,33.7428,33230.354,33230.354,4.097533981
Sub-Saharan Africa,CO2 (kt),Madagascar,-19.615,46.645,63890.141,63890.141,5.844611774
Sub-Saharan Africa,CO2 (kt),Liberia,6.51,-9.33,41745.128,41745.128,22.377788497
Sub-Saharan Africa,CO2 (kt),Lesotho,-29.446,28.371,12992.181,12992.181,6.558328286
Sub-Saharan Africa,CO2 (kt),Kenya,0.806,38.166,314096.885,314096.885,14.821529211
